vegetation_coverage,excess_green_mean,excess_green_std,texture_variation,component_density,row_alignment,weed_present
0.1655,0.3095,0.0712,0.0733,2.4046,0.6948,0
0.3339,0.2031,0.1093,0.0973,3.842,0.6975,0
0.4175,0.1625,0.1351,0.1496,5.1242,0.4586,1
0.2751,0.2625,0.095,0.1104,2.4417,0.4772,0
0.1657,0.2456,0.0793,0.01,2.5586,0.645,0
0.2811,0.2103,0.1314,0.1062,2.8971,0.5873,1
0.4563,0.1323,0.1003,0.2205,3.0561,0.3005,1
0.3177,0.1049,0.1351,0.1864,5.3432,0.3211,1
0.4027,0.1248,0.1227,0.1759,5.3587,0.2939,1
0.1853,0.3,0.0811,0.1279,2.6796,0.587,0
0.3834,0.2146,0.1219,0.0835,1.3843,0.4528,1
0.1746,0.229,0.0879,0.1182,2.4688,0.4743,0
0.3427,0.1568,0.0882,0.173,4.0441,0.587,1
0.6102,0.1672,0.1798,0.2043,6.2303,0.2092,1
0.5548,0.0983,0.158,0.1301,6.3624,0.488,1
0.387,0.0743,0.1107,0.1884,8.0017,0.2902,1
0.2305,0.2224,0.0526,0.1181,2.7492,0.7847,0
0.163,0.3192,0.0962,0.0916,3.41,0.7194,0
0.3453,0.2428,0.125,0.1247,6.5041,0.4869,1
0.4213,0.1446,0.1634,0.2431,4.55,0.4107,1
0.5272,0.126,0.1517,0.1453,6.4012,0.3464,1
0.5444,0.0664,0.1585,0.1992,7.8057,0.3341,1
0.3094,0.1946,0.0949,0.1085,3.96,0.6759,1
0.3228,0.2253,0.1081,0.0777,2.4938,0.5614,0
0.163,0.2439,0.0768,0.1026,4.0794,0.6214,1
0.4692,0.1662,0.18,0.2281,5.4221,0.2374,1
0.3959,0.1482,0.1459,0.2182,4.7474,0.3802,1
0.4937,0.1617,0.1314,0.1866,5.8446,0.2786,1
0.156,0.2336,0.0876,0.0303,1.9962,0.5763,0
0.4646,0.167,0.1889,0.2057,6.4828,0.2828,1
0.2086,0.222,0.0792,0.0977,3.3653,0.7537,0
0.4073,0.1894,0.1391,0.1698,4.3035,0.3367,1
0.3993,0.2011,0.1101,0.1541,3.6451,0.5292,0
0.2307,0.244,0.0859,0.0802,2.8983,0.6845,0
0.3819,0.2055,0.0963,0.1625,4.3188,0.3929,1
0.304,0.1563,0.0981,0.1031,2.6718,0.6564,0
0.3415,0.1719,0.1018,0.1458,1.6045,0.6206,0
0.2451,0.2088,0.1337,0.1748,3.5439,0.6197,0
0.2485,0.1719,0.0556,0.102,4.3859,0.7062,0
0.4907,0.1491,0.126,0.1688,4.4285,0.392,1
0.3393,0.1563,0.1537,0.17,6.2393,0.2671,1
0.4434,0.2504,0.1064,0.1125,4.0698,0.4722,1
0.1684,0.2367,0.0872,0.1181,1.0264,0.4857,0
0.277,0.2535,0.0857,0.1294,2.6561,0.6102,0
0.4034,0.1624,0.1224,0.1733,5.1117,0.3892,1
0.437,0.1878,0.0677,0.1466,3.357,0.6212,1
0.3733,0.1773,0.1149,0.1621,5.6077,0.4406,1
0.2924,0.2321,0.0884,0.0977,5.7818,0.5986,0
0.2165,0.2825,0.0906,0.1014,1.207,0.5185,0
0.3228,0.1996,0.0912,0.1316,3.3647,0.5205,1
0.216,0.17,0.078,0.1184,1.6953,0.5359,0
0.3154,0.1338,0.0994,0.1521,2.6798,0.4911,1
0.1955,0.1575,0.1274,0.1598,5.3411,0.5252,1
0.4252,0.0715,0.1213,0.1552,5.4719,0.462,1
0.4192,0.2382,0.1097,0.1678,3.6,0.4329,1
0.2703,0.2704,0.0827,0.0886,2.1793,0.6756,0
0.3579,0.1939,0.1193,0.1228,2.0614,0.5052,0
0.1584,0.2167,0.0744,0.0703,1.5802,0.7617,0
0.5004,0.1949,0.1267,0.1793,7.1981,0.4197,1
0.2099,0.176,0.0947,0.1368,3.6776,0.6225,0
0.4087,0.1468,0.0768,0.1238,4.733,0.3349,1
0.3006,0.1675,0.1084,0.2065,3.5975,0.5111,0
0.3102,0.185,0.1142,0.1749,4.9112,0.2812,1
0.3053,0.23,0.0881,0.0904,4.4033,0.5944,0
0.4934,0.2175,0.1138,0.1696,5.7421,0.3374,1
0.3783,0.2275,0.1107,0.1692,4.5297,0.3569,1
0.3913,0.2109,0.1231,0.1073,3.8258,0.6176,1
0.1979,0.274,0.1111,0.0478,1.3849,0.6834,0
0.4071,0.1677,0.0948,0.1049,3.5358,0.5076,1
0.4024,0.0847,0.1262,0.1941,6.4833,0.5207,1
0.2969,0.1909,0.089,0.0574,4.1704,0.6296,0
0.3815,0.1531,0.1354,0.103,4.7395,0.4016,0
0.2217,0.2311,0.0777,0.0827,3.2381,0.77,0
0.3727,0.1511,0.1184,0.1352,4.9858,0.4463,1
0.2245,0.2048,0.1062,0.0829,2.8711,0.7016,0
0.5635,0.156,0.1411,0.1926,5.6266,0.2657,0
0.2978,0.3204,0.1049,0.0276,3.3829,0.7413,0
0.4116,0.0865,0.1377,0.1945,6.6258,0.2224,1
0.0747,0.2038,0.0583,0.0436,3.6006,0.7293,0
0.4337,0.1403,0.123,0.1455,7.3574,0.3967,1
0.3757,0.2057,0.1502,0.1685,3.7776,0.3313,1
0.3455,0.1829,0.1071,0.1323,3.1274,0.4578,1
0.4193,0.1497,0.1423,0.1328,2.0523,0.4623,1
0.1702,0.2791,0.066,0.0136,2.9194,0.7051,0
0.3302,0.232,0.0986,0.148,4.959,0.3729,1
0.1818,0.2534,0.0893,0.0714,1.9471,0.6981,0
0.3607,0.1893,0.0788,0.0898,1.9339,0.5574,1
0.2841,0.229,0.1151,0.0784,3.2225,0.5959,0
0.3505,0.1546,0.1396,0.1709,5.6994,0.3771,1
0.214,0.2072,0.082,0.1255,4.1481,0.5424,0
0.2162,0.2261,0.0795,0.0806,2.4318,0.6543,0
0.2329,0.2482,0.092,0.1666,4.2596,0.5587,0
0.4012,0.1472,0.1562,0.2218,6.4782,0.3436,0
0.315,0.2617,0.1351,0.104,4.4088,0.6108,0
0.4061,0.2401,0.1109,0.1672,5.2239,0.5721,1
0.4782,0.1535,0.1612,0.2044,5.4984,0.3493,1
0.5473,0.1037,0.158,0.2169,8.53,0.3349,1
0.4681,0.1933,0.1407,0.2232,7.2376,0.4323,1
0.5465,0.1499,0.1496,0.1804,7.3066,0.3688,1
0.3984,0.2919,0.1005,0.1445,4.8275,0.3704,1
0.3568,0.1426,0.1603,0.2442,8.5427,0.2915,1
0.249,0.2533,0.0884,0.1107,1.3857,0.7058,0
0.5109,0.1545,0.1276,0.1831,7.6096,0.4008,1
0.2339,0.2233,0.1133,0.0482,2.4681,0.5538,1
0.499,0.1261,0.1517,0.1334,7.7269,0.3163,1
0.4172,0.1957,0.1155,0.2104,4.8233,0.4537,1
0.2647,0.2476,0.1201,0.1092,1.7208,0.7614,0
0.2943,0.2942,0.0432,0.0584,1.6012,0.5852,0
0.3366,0.2356,0.1209,0.1143,4.1271,0.5386,0
0.4366,0.1381,0.1195,0.1503,5.6003,0.1972,1
0.2958,0.1954,0.1089,0.1105,3.0839,0.5544,1
0.0495,0.1888,0.0722,0.0549,1.7282,0.8527,0
0.3952,0.2341,0.1117,0.124,6.0049,0.3812,1
0.42,0.1131,0.177,0.1402,8.4502,0.2654,1
0.277,0.2639,0.1313,0.0537,0.8834,0.6519,0
0.4301,0.1764,0.1272,0.1996,8.2574,0.3665,1
0.241,0.262,0.0856,0.0443,2.2295,0.7324,0
0.4197,0.1931,0.1125,0.1486,4.7211,0.5327,1
0.3381,0.1648,0.1469,0.1629,3.7639,0.428,1
0.4489,0.1681,0.0635,0.1228,3.7689,0.529,0
0.1715,0.3348,0.0765,0.0471,1.5736,0.8239,0
0.3512,0.1665,0.1192,0.1768,4.545,0.437,1
0.351,0.2242,0.0759,0.141,4.0916,0.5331,1
0.3946,0.2223,0.1235,0.2034,6.5806,0.4084,1
0.3436,0.1919,0.1417,0.1769,2.1589,0.5708,0
0.3185,0.1997,0.1077,0.1929,5.1933,0.503,1
0.3012,0.2059,0.1232,0.0608,3.5111,0.4785,1
0.452,0.1036,0.1653,0.1733,5.1263,0.2648,1
0.2975,0.1947,0.1084,0.1277,5.9355,0.5083,0
0.5395,0.1623,0.1507,0.2128,5.5837,0.1707,1
0.4126,0.1632,0.0862,0.0971,3.6034,0.4774,0
0.3651,0.2003,0.0874,0.0628,3.3234,0.6454,0
0.3337,0.1841,0.1337,0.1793,3.6456,0.4185,1
0.3572,0.3016,0.1005,0.0939,3.3602,0.6112,0
0.2736,0.1169,0.1234,0.0963,4.5991,0.4221,1
0.2071,0.2351,0.1032,0.0799,3.672,0.4871,0
0.2401,0.1964,0.1498,0.1344,3.662,0.6996,0
0.4079,0.1449,0.1198,0.1385,4.5442,0.3157,1
0.4331,0.1771,0.1495,0.1505,5.173,0.3619,1
0.3369,0.2103,0.1229,0.1191,4.604,0.4637,1
0.4177,0.1847,0.1716,0.1275,5.3549,0.3597,1
0.2772,0.2226,0.076,0.1557,4.9133,0.6222,0
0.3882,0.2346,0.1194,0.1521,4.2968,0.635,1
0.2942,0.2535,0.1004,0.1169,5.0312,0.4584,0
0.1577,0.2861,0.0794,0.0542,3.1062,0.6708,0
0.1719,0.2076,0.116,0.1408,4.1396,0.753,0
0.3205,0.2103,0.1235,0.1584,5.1256,0.5485,1
0.5498,0.1632,0.1699,0.2283,6.3576,0.3538,1
0.2457,0.2016,0.0752,0.074,2.5962,0.5954,0
0.1236,0.199,0.055,0.0621,1.2979,0.8393,0
0.4455,0.1033,0.1202,0.1598,2.5234,0.5132,1
0.4848,0.1305,0.1544,0.1949,7.7077,0.2448,1
0.5083,0.1765,0.1284,0.167,5.7352,0.3258,1
0.3428,0.1799,0.0738,0.0819,3.7705,0.6239,0
0.3293,0.2434,0.133,0.1402,3.8698,0.6479,0
0.188,0.2259,0.0903,0.068,3.9083,0.4994,0
0.5394,0.2265,0.1557,0.178,3.7875,0.3397,1
0.4812,0.1661,0.1407,0.1942,4.8608,0.2709,1
0.362,0.1378,0.1352,0.1459,2.3694,0.4012,1
0.5854,0.1429,0.1683,0.2283,6.9798,0.2165,1
0.3695,0.2278,0.0929,0.1179,3.2366,0.5906,0
0.5316,0.1313,0.1466,0.1626,5.0493,0.3654,1
0.3151,0.1329,0.1545,0.1569,4.7688,0.4782,1
0.3242,0.2135,0.1091,0.1369,3.2388,0.569,0
0.2132,0.1773,0.1172,0.0952,1.911,0.6273,0
0.2163,0.3034,0.0873,0.0464,4.2166,0.6023,0
0.2145,0.2272,0.089,0.0756,2.2463,0.7642,0
0.4451,0.2316,0.1371,0.1555,4.4865,0.2989,1
0.4551,0.064,0.1528,0.2331,5.4518,0.2769,1
0.2808,0.2184,0.1171,0.1249,3.3483,0.5877,1
0.2248,0.2774,0.0703,0.1077,3.0532,0.5823,1
0.4059,0.1535,0.1217,0.1142,5.793,0.5069,1
0.2688,0.251,0.0705,0.0876,1.6405,0.7436,0
0.1612,0.2355,0.0699,0.0536,3.8098,0.6867,0
0.3847,0.1645,0.141,0.1196,3.9496,0.6006,0
0.3279,0.2205,0.0887,0.1412,4.0422,0.6081,0
0.439,0.1068,0.1079,0.1881,6.7519,0.3739,1
0.2927,0.1749,0.1388,0.0782,6.0853,0.4853,0
0.2811,0.2095,0.0885,0.1378,5.813,0.4105,1
0.3596,0.1623,0.0896,0.1665,4.9607,0.5712,1
0.2343,0.1476,0.1359,0.1338,4.5492,0.3749,1
0.4859,0.214,0.1302,0.1654,2.6758,0.4136,1
0.3644,0.2245,0.1224,0.081,4.0445,0.4689,1
0.257,0.1855,0.0842,0.0145,4.0386,0.5892,0
0.082,0.1926,0.0546,0.0508,3.1432,0.6457,0
0.3306,0.12,0.1125,0.1856,5.6669,0.2858,1
0.2909,0.2367,0.0953,0.0165,5.1459,0.6626,0
0.4652,0.2045,0.0886,0.112,3.9294,0.3885,0
0.3391,0.2122,0.1283,0.0942,4.1234,0.5134,1
0.4509,0.1607,0.1172,0.1523,4.6503,0.46,1
0.4216,0.1171,0.1424,0.2403,4.7912,0.3018,1
0.3337,0.2366,0.1132,0.1237,4.6789,0.552,0
0.3524,0.1971,0.1057,0.1052,3.5579,0.5718,0
0.3835,0.1792,0.1377,0.187,5.8097,0.3123,1
0.2312,0.1599,0.0895,0.106,2.7476,0.5075,0
0.5263,0.1348,0.1402,0.1712,5.7132,0.3983,1
0.3618,0.2293,0.1216,0.1702,2.321,0.5154,0
0.3401,0.1925,0.0482,0.1204,3.5689,0.6111,0
0.2861,0.2336,0.1223,0.1375,4.1058,0.4828,0
0.5363,0.0603,0.142,0.1781,4.8364,0.3148,1
0.2284,0.2226,0.0932,0.069,2.1186,0.6582,0
0.1977,0.2535,0.0466,0.0897,1.3416,0.604,0
0.3054,0.2821,0.0959,0.106,5.3109,0.5629,1
0.3396,0.138,0.0977,0.184,3.6062,0.4929,1
0.4033,0.1989,0.1424,0.13,5.5173,0.4071,1
0.229,0.2707,0.0642,0.1411,1.8065,0.7615,0
0.2782,0.2128,0.0654,0.0973,1.7991,0.5911,0
0.2753,0.2013,0.1106,0.0827,3.6681,0.5199,0
0.0645,0.2726,0.0556,0.07,1.1195,0.78,0
0.1535,0.1696,0.0734,0.078,2.872,0.6413,0
0.3582,0.1316,0.1595,0.1875,6.4231,0.1633,1
0.4649,0.2138,0.1522,0.1573,5.0704,0.4138,1
0.3942,0.1701,0.1562,0.1831,6.9963,0.3332,1
0.4495,0.1551,0.1511,0.2017,5.3146,0.1907,1
0.2593,0.2346,0.0866,0.1118,2.7322,0.6171,0
0.4581,0.1729,0.1373,0.1528,6.4543,0.2504,1
0.3898,0.2181,0.105,0.1123,4.7956,0.4243,1
0.2949,0.1947,0.1027,0.119,4.0036,0.4688,1
0.2766,0.2198,0.1254,0.1871,6.056,0.3822,1
0.3401,0.2414,0.1084,0.1224,4.9766,0.6073,1
0.3246,0.2389,0.1146,0.1645,3.2463,0.5768,0
0.4596,0.1544,0.1411,0.1678,3.464,0.2912,1
0.538,0.1185,0.1434,0.157,4.2747,0.3752,1
0.3754,0.1385,0.1762,0.1629,4.3481,0.3066,1
0.4693,0.1414,0.134,0.1918,8.2926,0.1854,1
0.3737,0.0768,0.106,0.179,3.9677,0.3351,1
0.4941,0.192,0.1417,0.1989,6.372,0.4728,1
0.4263,0.238,0.103,0.1748,3.7792,0.4041,0
0.359,0.22,0.1064,0.1345,5.3603,0.3667,0
0.3341,0.1752,0.0732,0.1478,1.7564,0.3577,0
0.4012,0.1727,0.0892,0.1497,3.6349,0.4739,0
0.4746,0.1846,0.0971,0.1626,6.6166,0.3914,0
0.4024,0.1927,0.102,0.1433,4.809,0.4644,0
0.3734,0.2116,0.1059,0.1547,3.9611,0.4316,1
0.264,0.2412,0.1011,0.1253,1.4098,0.6219,0
0.4544,0.2138,0.1534,0.1402,3.94,0.4314,1
0.5093,0.1051,0.1546,0.1655,7.456,0.3336,1
0.181,0.2613,0.0448,0.0624,1.5729,0.7784,0
0.437,0.1367,0.1527,0.1637,5.9604,0.2684,1
0.5857,0.1246,0.1569,0.1662,7.2384,0.1454,1
0.4877,0.2125,0.1218,0.1751,3.6427,0.3828,1
0.4096,0.1915,0.1392,0.1938,6.385,0.2788,1
0.4029,0.2222,0.1352,0.1278,5.0029,0.215,1
0.3608,0.2133,0.0985,0.1269,4.4944,0.452,1
0.2991,0.2185,0.0921,0.0987,2.5423,0.6871,0
0.4226,0.1427,0.1632,0.1886,4.3957,0.391,1
0.3056,0.1829,0.0632,0.0387,1.4965,0.7548,0
0.4719,0.2092,0.1172,0.1393,6.495,0.3484,1
0.5022,0.1337,0.1422,0.2057,6.6151,0.4188,1
0.4358,0.2201,0.0874,0.0841,4.0847,0.4248,0
0.2194,0.259,0.0556,0.0872,3.6529,0.5564,0
0.3863,0.1267,0.1178,0.1466,4.8003,0.509,1
0.3261,0.1359,0.156,0.1569,5.2099,0.4069,1
0.3777,0.2398,0.123,0.1624,4.4678,0.3707,0
0.0954,0.267,0.079,0.1157,2.7581,0.7686,0
0.5011,0.1287,0.0974,0.1361,6.2949,0.2886,1
0.337,0.2019,0.1144,0.1485,3.2112,0.4699,1
0.4143,0.205,0.1359,0.0979,4.1222,0.2919,1
0.1589,0.3003,0.0574,0.101,2.5995,0.7795,0
0.2448,0.1912,0.0824,0.0126,1.28,0.7197,1
0.1645,0.3025,0.0902,0.1614,2.6156,0.775,0
0.4649,0.1919,0.118,0.1708,8.3,0.3058,1
0.514,0.1398,0.1505,0.2296,7.0502,0.2757,1
0.0828,0.2058,0.1005,0.1024,3.4904,0.8322,0
0.4364,0.2173,0.121,0.1449,4.5219,0.4925,1
0.3803,0.1616,0.1285,0.1838,7.4542,0.299,1
0.155,0.2056,0.0665,0.0329,1.4783,0.633,0
0.3877,0.1421,0.1575,0.2083,6.3894,0.2568,1
0.2281,0.3966,0.0408,0.0368,3.1646,0.7029,0
0.2598,0.2009,0.1214,0.1051,3.76,0.514,1
0.1962,0.1836,0.0882,0.1312,3.5307,0.5207,0
0.3188,0.167,0.1103,0.0948,2.8491,0.6666,1
0.3366,0.2589,0.1062,0.1336,5.4244,0.3379,0
0.3373,0.1967,0.1219,0.175,4.9993,0.2731,1
0.5034,0.2023,0.1742,0.1715,7.2679,0.3202,1
0.312,0.1713,0.106,0.1588,3.9709,0.4019,0
0.2805,0.2453,0.1227,0.1815,4.7943,0.2844,1
0.202,0.2017,0.1224,0.0838,1.9588,0.5092,0
0.3748,0.2078,0.1229,0.1178,4.7287,0.4938,0
0.3175,0.2459,0.0619,0.0861,2.6398,0.7517,0
0.4563,0.2324,0.0987,0.1694,4.4449,0.5723,1
0.1955,0.2605,0.0651,0.0453,1.7247,0.6618,0
0.1841,0.1751,0.1131,0.1427,3.1949,0.4968,1
0.2998,0.223,0.1018,0.1147,4.0582,0.5222,0
0.5071,0.0991,0.1057,0.1144,4.3767,0.4295,1
0.563,0.0466,0.1304,0.252,6.2429,0.3976,1
0.3952,0.219,0.1027,0.1899,4.9742,0.5553,0
0.224,0.1982,0.0981,0.0911,5.1269,0.5589,0
0.442,0.1349,0.1839,0.1578,6.2622,0.231,0
0.4865,0.2178,0.101,0.1542,4.4336,0.4509,1
0.1836,0.2793,0.0759,0.0609,3.3741,0.711,0
0.2071,0.242,0.0745,0.1478,1.1401,0.5577,0
0.3613,0.2867,0.1167,0.1051,2.4612,0.402,1
0.3812,0.1908,0.1275,0.2117,4.8672,0.3674,1
0.2537,0.2142,0.0908,0.1029,3.2531,0.4957,0
0.3413,0.2402,0.0836,0.0922,1.206,0.4829,0
0.368,0.1446,0.0966,0.1725,5.0684,0.5132,1
0.4547,0.182,0.1511,0.1835,6.5936,0.3326,1
0.365,0.0627,0.1884,0.1826,5.7954,0.5057,1
0.4753,0.168,0.1264,0.1724,3.7028,0.3703,1
0.394,0.176,0.1237,0.1414,5.1426,0.4718,1
0.5165,0.1293,0.1211,0.1361,6.1526,0.4359,1
0.3707,0.1868,0.0801,0.0807,3.5854,0.5706,0
0.3206,0.2653,0.1299,0.1569,4.8323,0.3972,1
0.3607,0.2207,0.1382,0.168,4.2061,0.334,0
0.5547,0.12,0.1335,0.221,6.2823,0.3142,1
0.5924,0.1147,0.1759,0.1966,7.8958,0.2594,1
0.0657,0.2067,0.0743,0.0221,2.9338,0.6892,0
0.3124,0.2475,0.1135,0.0377,4.5947,0.688,0
0.264,0.2124,0.1019,0.1909,3.426,0.5647,0
0.3894,0.0751,0.1354,0.1979,5.9609,0.1792,1
0.4459,0.1659,0.1148,0.177,5.152,0.3442,1
0.2843,0.2041,0.1155,0.1535,2.7877,0.4964,1
0.3862,0.2065,0.1469,0.1231,4.0078,0.4131,0
0.3543,0.1696,0.117,0.1371,4.9994,0.4301,1
0.4133,0.1419,0.1458,0.2309,5.6952,0.4623,1
0.4288,0.2402,0.1129,0.1939,7.0582,0.2686,1
0.4186,0.1433,0.1612,0.1712,7.679,0.2554,1
0.5271,0.1896,0.1407,0.1372,4.9535,0.4819,1
0.4464,0.1453,0.1066,0.1517,6.2123,0.2244,1
0.4965,0.2052,0.1195,0.1457,4.4832,0.4189,1
0.3536,0.1291,0.1365,0.2057,5.2469,0.5593,1
0.3313,0.1685,0.093,0.139,5.3862,0.5565,1
0.4898,0.131,0.1015,0.1176,6.132,0.4827,1
0.4332,0.1233,0.1414,0.1873,5.6912,0.3613,1
0.4069,0.2166,0.1735,0.1755,6.4202,0.2974,1
0.3358,0.1898,0.0876,0.0756,1.5983,0.6751,0
0.0828,0.2946,0.0787,0.0679,2.6693,0.6693,0
0.374,0.2602,0.1155,0.1668,4.0454,0.4168,0
0.4847,0.1533,0.1267,0.1855,5.8989,0.3643,1
0.5423,0.1879,0.1456,0.1645,4.1202,0.2695,1
0.4016,0.2143,0.1054,0.1219,3.9424,0.4997,0
0.3314,0.2338,0.0846,0.0474,4.2199,0.6575,0
0.2978,0.2398,0.0707,0.115,3.2271,0.69,1
0.398,0.228,0.138,0.1907,6.6171,0.3679,1
0.4672,0.1705,0.1305,0.1077,4.2491,0.4448,0
0.3112,0.1339,0.1285,0.2194,6.2401,0.4566,0
0.2501,0.1571,0.1332,0.1562,4.3297,0.435,1
0.2897,0.2681,0.1039,0.0444,1.9693,0.6926,0
0.5124,0.2128,0.129,0.1132,5.4207,0.3898,1
0.32,0.1867,0.0923,0.0913,5.3197,0.5737,0
0.2067,0.1844,0.0566,0.0986,1.711,0.6381,0
0.1511,0.1955,0.0665,0.1314,3.0189,0.4172,0
0.2724,0.2324,0.0981,0.1669,5.8788,0.4306,1
0.3253,0.1563,0.1386,0.1765,6.8772,0.4906,1
0.3204,0.2287,0.1309,0.0995,3.9937,0.5014,0
0.3492,0.1364,0.1472,0.1406,6.1007,0.4033,1
0.174,0.2708,0.0738,0.1065,3.5518,0.5758,0
0.363,0.2129,0.0817,0.125,4.8461,0.4876,0
0.5243,0.1737,0.137,0.1789,3.8882,0.3136,1
0.3811,0.1833,0.1407,0.2045,5.3832,0.552,1
0.4299,0.196,0.1212,0.1543,4.9053,0.4598,1
0.3956,0.2056,0.1288,0.1842,4.0663,0.4916,1
0.3359,0.1557,0.1109,0.0904,4.1464,0.5859,0
0.323,0.1926,0.1383,0.2358,3.4019,0.3728,1
0.3586,0.2337,0.0768,0.1165,2.1639,0.6032,1
0.2238,0.3007,0.108,0.0899,3.0832,0.7932,0
0.3389,0.2337,0.0771,0.1368,3.8201,0.6472,0
0.3581,0.1578,0.1281,0.1191,1.7825,0.4837,1
0.3075,0.1494,0.1159,0.175,4.2107,0.4047,0
0.4317,0.1596,0.122,0.182,5.8639,0.3514,1
0.2519,0.2373,0.0866,0.0752,2.5631,0.5605,0
0.2638,0.2093,0.1062,0.093,4.7181,0.4917,0
0.3505,0.1405,0.1282,0.1477,5.6905,0.483,1
0.3346,0.1373,0.1421,0.1463,3.4058,0.4238,1
0.4719,0.0823,0.1593,0.2098,5.2778,0.4137,1
0.291,0.0577,0.1276,0.1708,4.3148,0.481,1
0.3961,0.1469,0.1742,0.1817,4.6056,0.2397,1
0.1842,0.3409,0.0818,0.0941,0.6439,0.609,0
0.3642,0.2957,0.1166,0.0418,2.2755,0.5841,0
0.419,0.1511,0.1247,0.1226,3.8072,0.41,0
0.2232,0.2092,0.097,0.1351,4.2041,0.4519,0
0.5101,0.1037,0.1372,0.2059,6.6272,0.4994,1
0.3257,0.18,0.0998,0.0995,3.2448,0.5131,0
0.2623,0.1511,0.11,0.1749,4.8426,0.6678,0
0.2665,0.1575,0.1392,0.1937,5.1424,0.4035,1
0.4626,0.1405,0.1599,0.174,6.7723,0.3867,1
0.5276,0.1605,0.1405,0.1816,5.9169,0.3872,1
0.3534,0.254,0.034,0.1113,2.4923,0.6658,0
0.29,0.1819,0.1465,0.1218,6.136,0.6249,0
0.3907,0.2184,0.0935,0.1569,1.0315,0.489,0
0.1716,0.1657,0.0877,0.0862,1.7945,0.5339,0
0.3491,0.1305,0.0973,0.1571,5.0698,0.381,1
0.4291,0.0928,0.1328,0.2053,5.7058,0.1911,1
0.5133,0.1825,0.1259,0.1695,4.3802,0.2885,1
0.5509,0.132,0.1293,0.1751,5.208,0.4488,1
0.4806,0.0896,0.1186,0.1677,4.5697,0.3584,1
0.2503,0.197,0.1209,0.1549,4.9633,0.6667,1
0.4383,0.1285,0.1641,0.1392,6.1376,0.5934,1
0.3396,0.2744,0.1214,0.0889,5.365,0.7806,1
0.4076,0.1091,0.1748,0.2407,5.2135,0.3999,1
0.2424,0.2134,0.1111,0.1576,3.247,0.6448,1
0.512,0.198,0.1406,0.2115,4.4667,0.3593,1
0.4593,0.1084,0.1519,0.2128,7.5068,0.3215,0
0.3573,0.1633,0.1217,0.2401,6.0824,0.3795,1
0.249,0.2483,0.0852,0.1341,3.0693,0.6112,0
0.333,0.2118,0.1226,0.1002,3.9876,0.5498,1
0.3318,0.2119,0.1334,0.147,4.0985,0.5601,0
0.1438,0.1823,0.0892,0.0734,1.4882,0.6102,0
0.4385,0.2239,0.085,0.1144,4.4917,0.4066,0
0.4907,0.1423,0.128,0.1307,5.4185,0.3908,1
0.3754,0.189,0.0968,0.1495,3.8645,0.3578,1
0.1467,0.2999,0.0721,0.0754,2.0615,0.7073,0
0.3673,0.2208,0.1188,0.1348,3.8673,0.4754,1
0.3927,0.1642,0.1357,0.153,6.2972,0.2876,1
0.2369,0.2685,0.0881,0.0361,2.1841,0.7649,0
0.2833,0.2149,0.1262,0.2075,5.4537,0.4478,1
0.4197,0.224,0.1375,0.18,5.7234,0.4642,1
0.249,0.2028,0.0834,0.1006,2.9971,0.5426,0
0.2698,0.2039,0.1066,0.1468,4.4789,0.4927,1
0.5241,0.201,0.1409,0.2365,5.8802,0.3819,1
0.4859,0.1223,0.1779,0.2139,6.9198,0.1817,1
0.3806,0.1321,0.1136,0.0627,5.6764,0.4807,0
0.1156,0.2554,0.0987,0.1694,1.9831,0.7163,0
0.2214,0.2195,0.1102,0.0433,3.5917,0.6967,0
0.2895,0.1777,0.0898,0.0946,1.2702,0.5025,0
0.2885,0.2403,0.1203,0.0732,3.1075,0.4669,0
0.3253,0.2098,0.1637,0.1612,5.7031,0.2832,1
0.4406,0.0974,0.161,0.1806,7.0173,0.4758,1
0.2957,0.2623,0.1058,0.0437,3.0223,0.6108,0
0.5158,0.0571,0.1831,0.1739,6.3417,0.2874,1
0.3785,0.1505,0.1186,0.2021,3.6474,0.2641,1
0.1599,0.2872,0.144,0.0895,3.1475,0.5078,0
0.2489,0.195,0.1203,0.0791,2.8734,0.4814,0
0.2338,0.2152,0.1296,0.1128,6.0559,0.6296,0
0.5716,0.1553,0.1506,0.2045,6.4385,0.2996,1
0.1426,0.1407,0.1211,0.1017,3.7451,0.4621,0
0.2933,0.2066,0.1362,0.0901,4.0243,0.5848,0
0.4391,0.1936,0.0939,0.1557,2.8246,0.5273,0
0.4132,0.243,0.1264,0.1833,4.8046,0.2935,1
0.2282,0.2098,0.0301,0.0313,2.0468,0.733,0
0.2026,0.1957,0.0996,0.0898,3.6889,0.5799,0
0.3221,0.1293,0.1147,0.1719,3.1142,0.3929,1
0.3923,0.1677,0.0999,0.0908,3.1125,0.4085,0
0.2511,0.2774,0.1483,0.099,3.7565,0.6459,0
0.439,0.1619,0.1688,0.2181,6.2299,0.4091,1
0.417,0.1191,0.1179,0.1942,7.6528,0.4089,1
0.4356,0.1414,0.1448,0.1362,4.6047,0.3096,1
0.2668,0.1754,0.1273,0.1441,5.4163,0.4582,1
0.4756,0.1527,0.121,0.1565,5.1568,0.3835,1
0.6131,0.1039,0.142,0.1767,7.4905,0.357,1
0.2495,0.2314,0.0894,0.0973,2.3583,0.6794,0
0.3013,0.1821,0.0853,0.1547,2.1475,0.5445,1
0.1853,0.1669,0.0911,0.1342,5.0119,0.4092,1
